query_id,question,schema,query
63,What are the  ids of every student who has never attended a course?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT ""student id"" 
FROM students 
WHERE ""student id"" NOT IN (SELECT ""student id"" FROM ""student course attendance"")"
64,List the id of students who attended some courses?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT DISTINCT ""student id"" FROM ""student course attendance"""
65,What are the ids of all students who have attended at least one course?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT DISTINCT ""student id"" FROM ""student course attendance"""
66,What are the ids of all students for courses and what are the names of those courses?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT student_id, course_name 
FROM student_course_registrations 
JOIN courses ON student_course_registrations.course_id = courses.course_id"
67,What is detail of the student who most recently registered course?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT students.student_details 
FROM students 
JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id 
ORDER BY student_course_registrations.registration_date DESC 
LIMIT 1"
68,What details do we have on the students who registered for courses most recently?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT * 
FROM students 
JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id 
ORDER BY student_course_registrations.registration_date DESC"
69,How many students attend course English?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT COUNT(*) 
FROM students 
JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id 
JOIN courses ON student_course_registrations.course_id = courses.course_id 
WHERE courses.course_name = 'English'"
70,How many students are attending English courses?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT COUNT(DISTINCT student_id) 
FROM student_course_attendance 
WHERE course_id IN (
  SELECT course_id 
  FROM courses 
  WHERE course_name LIKE '%English%'
)"
71,How many courses do the student whose id is 171 attend?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}",SELECT COUNT(*) FROM `student course attendance` WHERE `student id` = 171
72,How many courses does the student with id 171 actually attend?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT COUNT(*) 
FROM ""student course attendance"" 
WHERE ""student id"" = 171"
